Year,Country of Origin (ISO),Country of Origin,Country of Asylum (ISO),Country of Asylum,Country of Resettlement (ISO),Country of Resettlement,Total submissions (persons)
2017,COD,Dem. Rep. of the Congo,TZA,United Rep. of Tanzania,CAN,Canada,33
2017,SOM,Somalia,KEN,Kenya,FIN,Finland,4
2017,ERI,Eritrea,DJI,Djibouti,SWE,Sweden,19
2017,ERI,Eritrea,DJI,Djibouti,USA,United States of America,13
2017,ERI,Eritrea,SDN,Sudan,FRA,France,9
2017,COD,Dem. Rep. of the Congo,KEN,Kenya,NOR,Norway,6
2017,ERI,Eritrea,UGA,Uganda,SWE,Sweden,1
2017,ERI,Eritrea,SDN,Sudan,USA,United States of America,15
2017,SOM,Somalia,KEN,Kenya,AUS,Australia,48
2017,ERI,Eritrea,SDN,Sudan,CAN,Canada,400
2017,ERI,Eritrea,ETH,Ethiopia,FIN,Finland,3
2017,COD,Dem. Rep. of the Congo,BDI,Burundi,SWE,Sweden,177
2017,SOM,Somalia,DJI,Djibouti,USA,United States of America,77
2017,COD,Dem. Rep. of the Congo,UGA,Uganda,NLD,Netherlands,182
2017,SDN,Sudan,SDN,Sudan,FRA,France,4
2017,ERI,Eritrea,ETH,Ethiopia,NOR,Norway,2
2017,SOM,Somalia,UGA,Uganda,SWE,Sweden,18
2017,COD,Dem. Rep. of the Congo,RWA,Rwanda,USA,United States of America,2715
2017,SDN,Sudan,KEN,Kenya,AUS,Australia,1
2017,SDN,Sudan,SDN,Sudan,CAN,Canada,1
2017,SOM,Somalia,ETH,Ethiopia,FIN,Finland,7
2017,COD,Dem. Rep. of the Congo,UGA,Uganda,BEL,Belgium,169
2017,COD,Dem. Rep. of the Congo,BDI,Burundi,USA,United States of America,382
2017,SOM,Somalia,UGA,Uganda,NLD,Netherlands,7
2017,COD,Dem. Rep. of the Congo,KEN,Kenya,FRA,France,7
2017,COD,Dem. Rep. of the Congo,COG,Congo,NOR,Norway,1
2017,ERI,Eritrea,SDN,Sudan,SWE,Sweden,461
2017,COD,Dem. Rep. of the Congo,KEN,Kenya,USA,United States of America,52
2017,COD,Dem. Rep. of the Congo,ETH,Ethiopia,AUS,Australia,22
2017,COD,Dem. Rep. of the Congo,KEN,Kenya,CAN,Canada,11
2017,SDN,Sudan,ETH,Ethiopia,FIN,Finland,8
2017,SDN,Sudan,UGA,Uganda,BEL,Belgium,1
2017,COD,Dem. Rep. of the Congo,BDI,Burundi,NZL,New Zealand,3
2017,SDN,Sudan,UGA,Uganda,NLD,Netherlands,7
2017,SOM,Somalia,KEN,Kenya,FRA,France,43
2017,COD,Dem. Rep. of the Congo,SSD,South Sudan,SWE,Sweden,7
2017,ERI,Eritrea,KEN,Kenya,USA,United States of America,2
2017,ERI,Eritrea,ETH,Ethiopia,AUS,Australia,68
2017,SOM,Somalia,KEN,Kenya,CAN,Canada,123
2017,SDN,Sudan,KEN,Kenya,FRA,France,2
2017,COD,Dem. Rep. of the Congo,BDI,Burundi,AUS,Australia,280
2017,SDN,Sudan,SSD,South Sudan,SWE,Sweden,15
2017,SOM,Somalia,KEN,Kenya,USA,United States of America,219
2017,COD,Dem. Rep. of the Congo,ETH,Ethiopia,CAN,Canada,4
2017,SOM,Somalia,KEN,Kenya,GBR,United Kingdom of Great Britain and Northern Ireland,171
2017,COD,Dem. Rep. of the Congo,UGA,Uganda,AUS,Australia,363
2017,ERI,Eritrea,ETH,Ethiopia,FRA,France,5
2017,ERI,Eritrea,SSD,South Sudan,SWE,Sweden,3
2017,SDN,Sudan,KEN,Kenya,USA,United States of America,1
2017,ERI,Eritrea,ETH,Ethiopia,CAN,Canada,93
2017,ERI,Eritrea,ETH,Ethiopia,GBR,United Kingdom of Great Britain and Northern Ireland,2
2017,ERI,Eritrea,UGA,Uganda,AUS,Australia,5
2017,SOM,Somalia,ETH,Ethiopia,FRA,France,64
2017,COD,Dem. Rep. of the Congo,RWA,Rwanda,SWE,Sweden,26
2017,COD,Dem. Rep. of the Congo,ETH,Ethiopia,USA,United States of America,8
2017,SOM,Somalia,ETH,Ethiopia,CAN,Canada,161
2017,COD,Dem. Rep. of the Congo,BDI,Burundi,GBR,United Kingdom of Great Britain and Northern Ireland,261
2017,ERI,Eritrea,SDN,Sudan,AUS,Australia,216
2017,COD,Dem. Rep. of the Congo,UGA,Uganda,USA,United States of America,1178
2017,SDN,Sudan,ETH,Ethiopia,FRA,France,16
2017,ERI,Eritrea,SSD,South Sudan,FIN,Finland,1
2017,SOM,Somalia,KEN,Kenya,SWE,Sweden,321
2017,ERI,Eritrea,ETH,Ethiopia,USA,United States of America,862
2017,COD,Dem. Rep. of the Congo,UGA,Uganda,NOR,Norway,13
2017,SDN,Sudan,ETH,Ethiopia,CAN,Canada,17
2017,SOM,Somalia,DJI,Djibouti,FRA,France,6
2017,COD,Dem. Rep. of the Congo,RWA,Rwanda,AUS,Australia,40
2017,ERI,Eritrea,UGA,Uganda,USA,United States of America,10
2017,SDN,Sudan,SSD,South Sudan,FIN,Finland,4
2017,COD,Dem. Rep. of the Congo,ETH,Ethiopia,SWE,Sweden,5
2017,SOM,Somalia,ETH,Ethiopia,USA,United States of America,668
2017,COD,Dem. Rep. of the Congo,UGA,Uganda,CAN,Canada,57
2017,SDN,Sudan,SSD,South Sudan,NOR,Norway,8
2017,COD,Dem. Rep. of the Congo,COG,Congo,CAN,Canada,8
2017,ERI,Eritrea,SDN,Sudan,ITA,Italy,270
2017,COD,Dem. Rep. of the Congo,KEN,Kenya,AUS,Australia,348
2017,SOM,Somalia,UGA,Uganda,USA,United States of America,16
2018,SDN,Sudan,KEN,Kenya,ISL,Iceland,2
2018,SOM,Somalia,SDN,Sudan,AUS,Australia,1
2018,COD,Dem. Rep. of the Congo,ETH,Ethiopia,CAN,Canada,13
2018,ERI,Eritrea,KEN,Kenya,GBR,United Kingdom of Great Britain and Northern Ireland,4
2018,COD,Dem. Rep. of the Congo,KEN,Kenya,SWE,Sweden,1
2018,ERI,Eritrea,KEN,Kenya,USA,United States of America,6
2018,ERI,Eritrea,UGA,Uganda,CAN,Canada,9
2018,COD,Dem. Rep. of the Congo,KEN,Kenya,FRA,France,7
2018,COD,Dem. Rep. of the Congo,RWA,Rwanda,AUS,Australia,230
2018,ERI,Eritrea,ETH,Ethiopia,CAN,Canada,12
2018,SOM,Somalia,KEN,Kenya,SWE,Sweden,97
2018,SOM,Somalia,KEN,Kenya,USA,United States of America,67
2018,IRN,Iran (Islamic Rep. of),UGA,Uganda,CAN,Canada,2
2018,SOM,Somalia,ETH,Ethiopia,FRA,France,19
2018,COD,Dem. Rep. of the Congo,KEN,Kenya,AUS,Australia,802
2018,SOM,Somalia,ETH,Ethiopia,CAN,Canada,668
2018,ERI,Eritrea,ETH,Ethiopia,SWE,Sweden,230
2018,SDN,Sudan,KEN,Kenya,USA,United States of America,9
2018,SDN,Sudan,UGA,Uganda,CAN,Canada,5
2018,ERI,Eritrea,KEN,Kenya,AUS,Australia,27
2018,COD,Dem. Rep. of the Congo,UGA,Uganda,SWE,Sweden,286
2018,SDN,Sudan,ETH,Ethiopia,CAN,Canada,57
2018,SOM,Somalia,DJI,Djibouti,SWE,Sweden,21
2018,COD,Dem. Rep. of the Congo,ETH,Ethiopia,USA,United States of America,149
2018,COD,Dem. Rep. of the Congo,TZA,United Rep. of Tanzania,CAN,Canada,250
2018,SOM,Somalia,DJI,Djibouti,CAN,Canada,223
2018,SOM,Somalia,KEN,Kenya,AUS,Australia,10
2018,ERI,Eritrea,UGA,Uganda,SWE,Sweden,2
2018,COD,Dem. Rep. of the Congo,UGA,Uganda,USA,United States of America,2619
2018,COD,Dem. Rep. of the Congo,COG,Congo,SWE,Sweden,29
2018,ERI,Eritrea,ETH,Ethiopia,USA,United States of America,769
2018,COD,Dem. Rep. of the Congo,UGA,Uganda,NOR,Norway,1178
2018,ERI,Eritrea,SDN,Sudan,CAN,Canada,11
2018,SDN,Sudan,UGA,Uganda,SWE,Sweden,3
2018,SOM,Somalia,UGA,Uganda,USA,United States of America,4
2018,ERI,Eritrea,DJI,Djibouti,CAN,Canada,19
2018,SDN,Sudan,KEN,Kenya,AUS,Australia,2
2018,COD,Dem. Rep. of the Congo,RWA,Rwanda,NZL,New Zealand,106
2018,COD,Dem. Rep. of the Congo,UGA,Uganda,NLD,Netherlands,183
2018,SDN,Sudan,ETH,Ethiopia,USA,United States of America,17
2018,COD,Dem. Rep. of the Congo,RWA,Rwanda,CAN,Canada,288
2018,SOM,Somalia,UGA,Uganda,SWE,Sweden,1
2018,ERI,Eritrea,UGA,Uganda,USA,United States of America,6
2018,COD,Dem. Rep. of the Congo,BDI,Burundi,CAN,Canada,301
