,Year,Country of Origin (ISO),Country of Origin,Country of Resettlement (ISO),Country of Resettlement,Female 0-17,Female 18-59,Female 60+,Female (unknown age),Female Total,Male 0-17,Male 18-59,Male 60+,Male (unknown age),Male Total,Other/Unknown,Grand Total,Country of Origin Coordinates,Country of Resettlement Coordinates
0,2017,SYR,Syrian Arab Rep.,CHE,Switzerland,339.0,273.0,11.0,0.0,623.0,396.0,281.0,7.0,0.0,684.0,0.0,1307.0,,[ 8. 47.]
1,2017,All others,All others,URY,Uruguay,2.0,6.0,0.0,0.0,8.0,3.0,4.0,1.0,0.0,8.0,0.0,16.0,,[-56. -33.]
2,2017,All others,All others,AUS,Australia,134.0,167.0,6.0,0.0,307.0,108.0,154.0,2.0,0.0,264.0,0.0,571.0,,[133. -27.]
3,2017,AFG,Afghanistan,NZL,New Zealand,10.0,4.0,0.0,0.0,14.0,5.0,8.0,1.0,0.0,14.0,0.0,28.0,[65. 33.],[174. -41.]
4,2017,IRQ,Iraq,ITA,Italy,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,[44. 33.],[12.8333 42.8333]
5,2017,SYR,Syrian Arab Rep.,CYP,Cyprus,1.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,6.0,,[33. 35.]
6,2017,SOM,Somalia,AUS,Australia,25.0,72.0,3.0,0.0,100.0,32.0,39.0,0.0,0.0,71.0,0.0,171.0,[49. 10.],[133. -27.]
7,2017,COD,Dem. Rep. of the Congo,FRA,France,5.0,7.0,0.0,0.0,12.0,11.0,4.0,0.0,0.0,15.0,0.0,27.0,,[ 2. 46.]
8,2017,All others,All others,CAN,Canada,240.0,205.0,9.0,0.0,454.0,242.0,208.0,5.0,0.0,455.0,0.0,909.0,,[-95.  60.]
9,2017,AFG,Afghanistan,FIN,Finland,2.0,1.0,1.0,0.0,4.0,3.0,4.0,0.0,0.0,7.0,0.0,11.0,[65. 33.],[26. 64.]
10,2017,SYR,Syrian Arab Rep.,IRL,Ireland,81.0,64.0,1.0,0.0,146.0,88.0,68.0,1.0,0.0,157.0,0.0,303.0,,[-8. 53.]
11,2017,SDN,Sudan,NLD,Netherlands,1.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,7.0,[30. 15.],[ 5.75 52.5 ]
12,2017,SDN,Sudan,CAN,Canada,54.0,50.0,5.0,0.0,109.0,68.0,67.0,1.0,0.0,136.0,0.0,245.0,[30. 15.],[-95.  60.]
13,2017,SYR,Syrian Arab Rep.,ESP,Spain,334.0,279.0,4.0,0.0,617.0,448.0,297.0,7.0,0.0,752.0,0.0,1369.0,,[-4. 40.]
14,2017,SYR,Syrian Arab Rep.,AUS,Australia,20.0,21.0,1.0,0.0,42.0,19.0,20.0,0.0,0.0,39.0,0.0,81.0,,[133. -27.]
15,2017,IRN,Iran (Islamic Rep. of),AUS,Australia,2.0,14.0,0.0,0.0,16.0,3.0,9.0,0.0,0.0,12.0,0.0,28.0,,[133. -27.]
16,2017,SOM,Somalia,CAN,Canada,88.0,95.0,4.0,0.0,187.0,99.0,68.0,2.0,0.0,169.0,0.0,356.0,[49. 10.],[-95.  60.]
17,2017,All others,All others,EST,Estonia,2.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,6.0,,[26. 59.]
18,2017,SYR,Syrian Arab Rep.,PRT,Portugal,63.0,37.0,1.0,0.0,101.0,76.0,44.0,0.0,0.0,120.0,0.0,221.0,,[-8.  39.5]
19,2017,SYR,Syrian Arab Rep.,BEL,Belgium,294.0,315.0,15.0,0.0,624.0,417.0,308.0,8.0,0.0,733.0,0.0,1357.0,,[ 4.     50.8333]
20,2017,IRN,Iran (Islamic Rep. of),NZL,New Zealand,1.0,3.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,6.0,0.0,10.0,,[174. -41.]
21,2017,SOM,Somalia,DEU,Germany,1.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,8.0,[49. 10.],[ 9. 51.]
22,2017,All others,All others,ISL,Iceland,3.0,6.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,5.0,0.0,14.0,,[-18.  65.]
23,2017,BTN,Bhutan,USA,United States of America,32.0,5.0,1.0,0.0,38.0,42.0,54.0,4.0,0.0,100.0,0.0,138.0,[90.5 27.5],
24,2017,SYR,Syrian Arab Rep.,LTU,Lithuania,44.0,42.0,2.0,0.0,88.0,58.0,43.0,2.0,0.0,103.0,0.0,191.0,,[24. 56.]
25,2017,SDN,Sudan,FIN,Finland,6.0,4.0,0.0,0.0,10.0,8.0,2.0,0.0,0.0,10.0,0.0,20.0,[30. 15.],[26. 64.]
26,2017,MMR,Myanmar,NZL,New Zealand,31.0,31.0,4.0,0.0,66.0,43.0,65.0,3.0,0.0,111.0,0.0,177.0,[98. 22.],[174. -41.]
27,2017,IRQ,Iraq,GBR,United Kingdom of Great Britain and Northern Ireland,167.0,184.0,8.0,0.0,359.0,171.0,114.0,6.0,0.0,291.0,0.0,650.0,[44. 33.],
28,2017,IRN,Iran (Islamic Rep. of),USA,United States of America,51.0,184.0,13.0,0.0,248.0,72.0,293.0,14.0,0.0,379.0,0.0,627.0,,
29,2017,SOM,Somalia,PRT,Portugal,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[49. 10.],[-8.  39.5]
30,2017,IRN,Iran (Islamic Rep. of),FIN,Finland,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,[26. 64.]
31,2017,SOM,Somalia,FIN,Finland,7.0,4.0,0.0,0.0,11.0,1.0,2.0,0.0,0.0,3.0,0.0,14.0,[49. 10.],[26. 64.]
32,2017,ERI,Eritrea,NZL,New Zealand,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,[39. 15.],[174. -41.]
33,2017,COD,Dem. Rep. of the Congo,NZL,New Zealand,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,,[174. -41.]
34,2017,All others,All others,NLD,Netherlands,11.0,14.0,0.0,0.0,25.0,16.0,16.0,0.0,0.0,32.0,0.0,57.0,,[ 5.75 52.5 ]
35,2017,IRQ,Iraq,IRL,Ireland,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,5.0,[44. 33.],[-8. 53.]
36,2017,COD,Dem. Rep. of the Congo,SWE,Sweden,255.0,232.0,13.0,0.0,500.0,221.0,164.0,3.0,0.0,388.0,0.0,888.0,,[15. 62.]
37,2017,All others,All others,SWE,Sweden,157.0,158.0,8.0,0.0,323.0,153.0,131.0,10.0,0.0,294.0,0.0,617.0,,[15. 62.]
38,2017,SYR,Syrian Arab Rep.,NLD,Netherlands,699.0,611.0,39.0,0.0,1349.0,780.0,672.0,34.0,0.0,1486.0,0.0,2835.0,,[ 5.75 52.5 ]
39,2017,IRQ,Iraq,ISL,Iceland,13.0,7.0,1.0,0.0,21.0,7.0,7.0,1.0,0.0,15.0,0.0,36.0,[44. 33.],[-18.  65.]
40,2017,SYR,Syrian Arab Rep.,CHL,Chile,20.0,22.0,0.0,0.0,42.0,29.0,24.0,0.0,0.0,53.0,0.0,95.0,,[-71. -30.]
41,2017,IRQ,Iraq,CAN,Canada,80.0,104.0,16.0,0.0,200.0,91.0,99.0,11.0,0.0,201.0,0.0,401.0,[44. 33.],[-95.  60.]
42,2017,All others,All others,BRA,Brazil,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,,[-55. -10.]
43,2017,AFG,Afghanistan,SWE,Sweden,56.0,126.0,7.0,0.0,189.0,94.0,23.0,2.0,0.0,119.0,0.0,308.0,[65. 33.],[15. 62.]
44,2017,SDN,Sudan,BEL,Belgium,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[30. 15.],[ 4.     50.8333]
45,2017,IRQ,Iraq,NLD,Netherlands,1.0,1.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,7.0,0.0,9.0,[44. 33.],[ 5.75 52.5 ]
46,2017,IRQ,Iraq,DEU,Germany,2.0,3.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,5.0,0.0,10.0,[44. 33.],[ 9. 51.]
47,2017,IRN,Iran (Islamic Rep. of),NLD,Netherlands,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,,[ 5.75 52.5 ]
48,2017,SOM,Somalia,NLD,Netherlands,3.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,[49. 10.],[ 5.75 52.5 ]
49,2017,COD,Dem. Rep. of the Congo,GBR,United Kingdom of Great Britain and Northern Ireland,55.0,82.0,4.0,0.0,141.0,62.0,59.0,1.0,0.0,122.0,0.0,263.0,,
50,2017,All others,All others,ESP,Spain,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,4.0,,[-4. 40.]
51,2017,AFG,Afghanistan,FRA,France,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,[65. 33.],[ 2. 46.]
52,2017,SYR,Syrian Arab Rep.,ISL,Iceland,4.0,4.0,0.0,0.0,8.0,8.0,5.0,0.0,0.0,13.0,0.0,21.0,,[-18.  65.]
53,2017,SDN,Sudan,NOR,Norway,6.0,4.0,0.0,0.0,10.0,6.0,3.0,0.0,0.0,9.0,0.0,19.0,[30. 15.],[10. 62.]
54,2017,SDN,Sudan,CHE,Switzerland,2.0,4.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,3.0,0.0,9.0,[30. 15.],[ 8. 47.]
55,2017,MMR,Myanmar,KOR,Rep. of Korea,9.0,8.0,0.0,0.0,17.0,17.0,8.0,0.0,0.0,25.0,0.0,42.0,[98. 22.],
56,2017,SYR,Syrian Arab Rep.,EST,Estonia,33.0,34.0,3.0,0.0,70.0,38.0,34.0,1.0,0.0,73.0,0.0,143.0,,[26. 59.]
57,2017,IRQ,Iraq,FIN,Finland,1.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,[44. 33.],[26. 64.]
58,2017,SYR,Syrian Arab Rep.,AUT,Austria,63.0,63.0,1.0,0.0,127.0,67.0,57.0,2.0,0.0,126.0,0.0,253.0,,[13.3333 47.3333]
59,2017,IRN,Iran (Islamic Rep. of),CAN,Canada,12.0,26.0,0.0,0.0,38.0,7.0,18.0,1.0,0.0,26.0,0.0,64.0,,[-95.  60.]
60,2017,COD,Dem. Rep. of the Congo,NLD,Netherlands,51.0,46.0,2.0,0.0,99.0,47.0,35.0,1.0,0.0,83.0,0.0,182.0,,[ 5.75 52.5 ]
61,2017,All others,All others,GBR,United Kingdom of Great Britain and Northern Ireland,65.0,100.0,4.0,0.0,169.0,89.0,64.0,6.0,0.0,159.0,0.0,328.0,,
62,2017,SYR,Syrian Arab Rep.,ROU,Romania,13.0,8.0,0.0,0.0,21.0,13.0,14.0,0.0,0.0,27.0,0.0,48.0,,[25. 46.]
63,2017,All others,All others,LTU,Lithuania,1.0,4.0,1.0,0.0,6.0,0.0,2.0,1.0,0.0,3.0,0.0,9.0,,[24. 56.]
64,2017,SYR,Syrian Arab Rep.,LVA,Latvia,12.0,14.0,0.0,0.0,26.0,25.0,14.0,0.0,0.0,39.0,0.0,65.0,,[25. 57.]
65,2017,SDN,Sudan,FRA,France,82.0,74.0,7.0,0.0,163.0,86.0,73.0,3.0,0.0,162.0,0.0,325.0,[30. 15.],[ 2. 46.]
66,2017,MMR,Myanmar,SWE,Sweden,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,5.0,[98. 22.],[15. 62.]
67,2017,IRQ,Iraq,USA,United States of America,362.0,391.0,42.0,0.0,795.0,439.0,437.0,27.0,0.0,903.0,0.0,1698.0,[44. 33.],
68,2017,IRQ,Iraq,AUS,Australia,3.0,14.0,1.0,0.0,18.0,18.0,10.0,1.0,0.0,29.0,0.0,47.0,[44. 33.],[133. -27.]
69,2017,SOM,Somalia,SWE,Sweden,90.0,100.0,4.0,0.0,194.0,92.0,79.0,4.0,0.0,175.0,0.0,369.0,[49. 10.],[15. 62.]
70,2017,SOM,Somalia,FRA,France,48.0,25.0,0.0,0.0,73.0,39.0,13.0,0.0,0.0,52.0,0.0,125.0,[49. 10.],[ 2. 46.]
71,2017,ERI,Eritrea,PRT,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,[39. 15.],[-8.  39.5]
72,2017,ERI,Eritrea,FRA,France,4.0,16.0,0.0,0.0,20.0,7.0,6.0,2.0,0.0,15.0,0.0,35.0,[39. 15.],[ 2. 46.]
73,2017,All others,All others,NZL,New Zealand,77.0,106.0,2.0,0.0,185.0,71.0,81.0,1.0,0.0,153.0,0.0,338.0,,[174. -41.]
74,2017,COD,Dem. Rep. of the Congo,CAN,Canada,28.0,38.0,4.0,0.0,70.0,36.0,20.0,2.0,0.0,58.0,0.0,128.0,,[-95.  60.]
75,2017,AFG,Afghanistan,AUS,Australia,193.0,203.0,11.0,0.0,407.0,173.0,238.0,8.0,0.0,419.0,0.0,826.0,[65. 33.],[133. -27.]
76,2017,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,1585.0,1742.0,81.0,0.0,3408.0,1935.0,1638.0,91.0,0.0,3664.0,0.0,7072.0,,
77,2017,SDN,Sudan,GBR,United Kingdom of Great Britain and Northern Ireland,118.0,118.0,0.0,0.0,236.0,143.0,80.0,1.0,0.0,224.0,0.0,460.0,[30. 15.],
78,2017,MMR,Myanmar,USA,United States of America,1042.0,1161.0,38.0,0.0,2241.0,1025.0,1367.0,28.0,0.0,2420.0,0.0,4661.0,[98. 22.],
79,2017,MMR,Myanmar,AUS,Australia,64.0,77.0,3.0,0.0,144.0,70.0,99.0,2.0,0.0,171.0,0.0,315.0,[98. 22.],[133. -27.]
80,2017,SOM,Somalia,USA,United States of America,326.0,286.0,9.0,0.0,621.0,325.0,262.0,15.0,0.0,602.0,14.0,1237.0,[49. 10.],
81,2017,SOM,Somalia,GBR,United Kingdom of Great Britain and Northern Ireland,68.0,89.0,6.0,0.0,163.0,72.0,32.0,0.0,0.0,104.0,0.0,267.0,[49. 10.],
82,2017,ERI,Eritrea,SWE,Sweden,108.0,186.0,10.0,0.0,304.0,136.0,197.0,18.0,0.0,351.0,0.0,655.0,[39. 15.],[15. 62.]
83,2017,ERI,Eritrea,GBR,United Kingdom of Great Britain and Northern Ireland,15.0,9.0,0.0,0.0,24.0,14.0,4.0,0.0,0.0,18.0,0.0,42.0,[39. 15.],
84,2017,COD,Dem. Rep. of the Congo,USA,United States of America,2559.0,2243.0,185.0,0.0,4987.0,2493.0,2126.0,149.0,0.0,4768.0,4.0,9759.0,,
85,2017,All others,All others,BEL,Belgium,5.0,3.0,0.0,0.0,8.0,3.0,1.0,0.0,0.0,4.0,0.0,12.0,,[ 4.     50.8333]
86,2017,SYR,Syrian Arab Rep.,NOR,Norway,816.0,573.0,22.0,0.0,1411.0,1015.0,567.0,9.0,0.0,1591.0,0.0,3002.0,,[10. 62.]
87,2017,IRQ,Iraq,MCO,Monaco,3.0,7.0,1.0,0.0,11.0,9.0,7.0,3.0,0.0,19.0,0.0,30.0,[44. 33.],[ 7.4    43.7333]
88,2017,IRQ,Iraq,CHE,Switzerland,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[44. 33.],[ 8. 47.]
89,2017,IRN,Iran (Islamic Rep. of),LUX,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,[ 6.1667 49.75  ]
90,2017,All others,All others,DEU,Germany,9.0,21.0,1.0,0.0,31.0,11.0,11.0,1.0,0.0,23.0,0.0,54.0,,[ 9. 51.]
91,2017,AFG,Afghanistan,USA,United States of America,204.0,197.0,11.0,0.0,412.0,217.0,199.0,12.0,0.0,428.0,0.0,840.0,[65. 33.],
92,2017,IRQ,Iraq,NOR,Norway,0.0,3.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,5.0,0.0,8.0,[44. 33.],[10. 62.]
93,2017,IRN,Iran (Islamic Rep. of),NOR,Norway,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,[10. 62.]
94,2017,SOM,Somalia,NOR,Norway,2.0,2.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,5.0,0.0,9.0,[49. 10.],[10. 62.]
95,2017,ERI,Eritrea,NLD,Netherlands,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[39. 15.],[ 5.75 52.5 ]
96,2017,All others,All others,FRA,France,124.0,107.0,3.0,0.0,234.0,112.0,112.0,1.0,1.0,226.0,0.0,460.0,,[ 2. 46.]
97,2017,AFG,Afghanistan,GBR,United Kingdom of Great Britain and Northern Ireland,28.0,28.0,0.0,0.0,56.0,25.0,15.0,0.0,0.0,40.0,0.0,96.0,[65. 33.],
98,2017,SDN,Sudan,PRT,Portugal,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,4.0,0.0,6.0,[30. 15.],[-8.  39.5]
99,2017,MMR,Myanmar,NOR,Norway,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,5.0,[98. 22.],[10. 62.]
100,2017,SYR,Syrian Arab Rep.,FIN,Finland,161.0,139.0,1.0,0.0,301.0,203.0,156.0,4.0,0.0,363.0,0.0,664.0,,[26. 64.]
101,2017,IRN,Iran (Islamic Rep. of),DEU,Germany,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,,[ 9. 51.]
102,2017,All others,All others,KOR,Rep. of Korea,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,24.0,,
103,2017,COD,Dem. Rep. of the Congo,AUS,Australia,354.0,291.0,14.0,0.0,659.0,360.0,275.0,12.0,0.0,647.0,0.0,1306.0,,[133. -27.]
104,2017,SYR,Syrian Arab Rep.,SWE,Sweden,715.0,598.0,43.0,0.0,1356.0,895.0,597.0,27.0,0.0,1519.0,0.0,2875.0,,[15. 62.]
105,2017,AFG,Afghanistan,NLD,Netherlands,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,[65. 33.],[ 5.75 52.5 ]
106,2017,SYR,Syrian Arab Rep.,LUX,Luxembourg,58.0,46.0,4.0,0.0,108.0,50.0,57.0,1.0,0.0,108.0,0.0,216.0,,[ 6.1667 49.75  ]
107,2017,IRN,Iran (Islamic Rep. of),FRA,France,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,[ 2. 46.]
108,2017,SYR,Syrian Arab Rep.,USA,United States of America,1089.0,793.0,27.0,0.0,1909.0,1137.0,840.0,56.0,0.0,2033.0,0.0,3942.0,,
109,2017,AFG,Afghanistan,NOR,Norway,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,[65. 33.],[10. 62.]
110,2017,SYR,Syrian Arab Rep.,MLT,Malta,4.0,4.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,3.0,0.0,11.0,,[14.5833 35.8333]
111,2017,IRN,Iran (Islamic Rep. of),GBR,United Kingdom of Great Britain and Northern Ireland,5.0,12.0,0.0,0.0,17.0,13.0,10.0,0.0,0.0,23.0,0.0,40.0,,
112,2017,SDN,Sudan,USA,United States of America,220.0,177.0,4.0,0.0,401.0,265.0,217.0,4.0,0.0,486.0,0.0,887.0,[30. 15.],
113,2017,All others,All others,USA,United States of America,436.0,598.0,21.0,0.0,1055.0,447.0,476.0,16.0,0.0,939.0,0.0,1994.0,,
114,2017,COD,Dem. Rep. of the Congo,FIN,Finland,51.0,38.0,0.0,0.0,89.0,54.0,37.0,0.0,0.0,91.0,0.0,180.0,,[26. 64.]
115,2017,All others,All others,AUT,Austria,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,[13.3333 47.3333]
116,2017,AFG,Afghanistan,CAN,Canada,7.0,19.0,1.0,0.0,27.0,18.0,11.0,1.0,0.0,30.0,0.0,57.0,[65. 33.],[-95.  60.]
117,2017,SYR,Syrian Arab Rep.,HRV,Croatia,40.0,36.0,0.0,0.0,76.0,44.0,35.0,2.0,0.0,81.0,0.0,157.0,,[15.5    45.1667]
118,2017,SDN,Sudan,AUS,Australia,5.0,5.0,0.0,0.0,10.0,10.0,23.0,0.0,0.0,33.0,0.0,43.0,[30. 15.],[133. -27.]
119,2017,MMR,Myanmar,CAN,Canada,22.0,22.0,3.0,0.0,47.0,25.0,25.0,5.0,0.0,55.0,0.0,102.0,[98. 22.],[-95.  60.]
120,2017,IRQ,Iraq,LUX,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,[44. 33.],[ 6.1667 49.75  ]
121,2017,SYR,Syrian Arab Rep.,DEU,Germany,869.0,924.0,97.0,0.0,1890.0,902.0,761.0,99.0,0.0,1762.0,0.0,3652.0,,[ 9. 51.]
122,2017,SYR,Syrian Arab Rep.,ARG,Argentina,13.0,30.0,0.0,0.0,43.0,29.0,32.0,1.0,0.0,62.0,0.0,105.0,,[-64. -34.]
123,2017,ERI,Eritrea,USA,United States of America,233.0,246.0,9.0,0.0,488.0,256.0,240.0,15.0,0.0,511.0,0.0,999.0,[39. 15.],
124,2017,ERI,Eritrea,ITA,Italy,55.0,71.0,3.0,0.0,129.0,68.0,64.0,9.0,0.0,141.0,0.0,270.0,[39. 15.],[12.8333 42.8333]
125,2017,ERI,Eritrea,AUS,Australia,81.0,118.0,1.0,0.0,200.0,80.0,99.0,7.0,0.0,186.0,0.0,386.0,[39. 15.],[133. -27.]
126,2017,All others,All others,CHE,Switzerland,3.0,5.0,0.0,0.0,8.0,5.0,1.0,1.0,0.0,7.0,0.0,15.0,,[ 8. 47.]
127,2017,SYR,Syrian Arab Rep.,NZL,New Zealand,205.0,113.0,5.0,0.0,323.0,229.0,123.0,3.0,0.0,355.0,0.0,678.0,,[174. -41.]
128,2017,MMR,Myanmar,JPN,Japan,7.0,11.0,0.0,0.0,18.0,11.0,10.0,0.0,0.0,21.0,0.0,39.0,[98. 22.],[138.  36.]
129,2017,ERI,Eritrea,CAN,Canada,129.0,143.0,7.0,0.0,279.0,124.0,115.0,11.0,0.0,250.0,0.0,529.0,[39. 15.],[-95.  60.]
130,2017,All others,All others,FIN,Finland,7.0,15.0,0.0,0.0,22.0,10.0,14.0,0.0,0.0,24.0,0.0,46.0,,[26. 64.]
131,2017,BTN,Bhutan,AUS,Australia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,[90.5 27.5],[133. -27.]
132,2017,SYR,Syrian Arab Rep.,ITA,Italy,249.0,222.0,5.0,0.0,476.0,343.0,242.0,1.0,0.0,586.0,0.0,1062.0,,[12.8333 42.8333]
133,2017,SDN,Sudan,DEU,Germany,36.0,29.0,0.0,0.0,65.0,33.0,27.0,0.0,0.0,60.0,0.0,125.0,[30. 15.],[ 9. 51.]
134,2017,IRQ,Iraq,NZL,New Zealand,4.0,14.0,1.0,0.0,19.0,9.0,22.0,3.0,0.0,34.0,0.0,53.0,[44. 33.],[174. -41.]
135,2017,IRQ,Iraq,FRA,France,4.0,6.0,1.0,0.0,11.0,5.0,9.0,0.0,0.0,14.0,0.0,25.0,[44. 33.],[ 2. 46.]
136,2017,IRN,Iran (Islamic Rep. of),SWE,Sweden,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,5.0,,[15. 62.]
137,2017,SOM,Somalia,NZL,New Zealand,6.0,7.0,1.0,0.0,14.0,2.0,4.0,0.0,0.0,6.0,0.0,20.0,[49. 10.],[174. -41.]
138,2017,ERI,Eritrea,NOR,Norway,3.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,4.0,0.0,8.0,[39. 15.],[10. 62.]
139,2017,ERI,Eritrea,DEU,Germany,0.0,4.0,0.0,0.0,4.0,3.0,7.0,0.0,0.0,10.0,0.0,14.0,[39. 15.],[ 9. 51.]
140,2017,COD,Dem. Rep. of the Congo,NOR,Norway,7.0,8.0,0.0,0.0,15.0,8.0,8.0,0.0,0.0,16.0,0.0,31.0,,[10. 62.]
141,2017,All others,All others,ITA,Italy,6.0,21.0,0.0,0.0,27.0,16.0,11.0,2.0,0.0,29.0,0.0,56.0,,[12.8333 42.8333]
142,2017,SYR,Syrian Arab Rep.,SVN,Slovenia,19.0,13.0,1.0,0.0,33.0,20.0,13.0,1.0,0.0,34.0,0.0,67.0,,[15. 46.]
143,2017,SDN,Sudan,SWE,Sweden,43.0,41.0,3.0,0.0,87.0,40.0,49.0,1.0,0.0,90.0,0.0,177.0,[30. 15.],[15. 62.]
144,2017,IRQ,Iraq,SWE,Sweden,9.0,18.0,4.0,0.0,31.0,10.0,14.0,1.0,0.0,25.0,0.0,56.0,[44. 33.],[15. 62.]
145,2017,SYR,Syrian Arab Rep.,FRA,France,1033.0,898.0,37.0,0.0,1968.0,1259.0,948.0,32.0,0.0,2239.0,0.0,4207.0,,[ 2. 46.]
146,2017,SYR,Syrian Arab Rep.,CAN,Canada,383.0,234.0,9.0,0.0,626.0,424.0,267.0,10.0,0.0,701.0,0.0,1327.0,,[-95.  60.]
147,2017,ERI,Eritrea,FIN,Finland,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,[39. 15.],[26. 64.]
148,2017,All others,All others,NOR,Norway,14.0,12.0,0.0,0.0,26.0,16.0,8.0,0.0,0.0,24.0,0.0,50.0,,[10. 62.]
149,2017,COD,Dem. Rep. of the Congo,BEL,Belgium,39.0,48.0,3.0,0.0,90.0,30.0,48.0,1.0,0.0,79.0,0.0,169.0,,[ 4.     50.8333]
150,2018,IRQ,Iraq,AUS,Australia,4.0,5.0,0.0,0.0,9.0,3.0,3.0,0.0,0.0,6.0,0.0,15.0,[44. 33.],[133. -27.]
151,2018,SOM,Somalia,SWE,Sweden,40.0,54.0,2.0,0.0,96.0,43.0,40.0,1.0,0.0,84.0,4.0,184.0,[49. 10.],[15. 62.]
152,2018,SOM,Somalia,FRA,France,9.0,22.0,0.0,0.0,31.0,5.0,26.0,0.0,0.0,31.0,9.0,71.0,[49. 10.],[ 2. 46.]
153,2018,ERI,Eritrea,PRT,Portugal,3.0,3.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,5.0,0.0,11.0,[39. 15.],[-8.  39.5]
154,2018,ERI,Eritrea,FRA,France,7.0,57.0,0.0,0.0,64.0,7.0,221.0,0.0,0.0,228.0,31.0,323.0,[39. 15.],[ 2. 46.]
155,2018,COD,Dem. Rep. of the Congo,SWE,Sweden,126.0,124.0,3.0,0.0,253.0,112.0,88.0,5.0,0.0,205.0,0.0,458.0,,[15. 62.]
156,2018,SYR,Syrian Arab Rep.,NLD,Netherlands,546.0,535.0,23.0,0.0,1104.0,675.0,572.0,32.0,0.0,1279.0,0.0,2383.0,,[ 5.75 52.5 ]
157,2018,IRQ,Iraq,CAN,Canada,197.0,298.0,36.0,0.0,531.0,198.0,290.0,30.0,0.0,518.0,0.0,1049.0,[44. 33.],[-95.  60.]
158,2018,IRN,Iran (Islamic Rep. of),ITA,Italy,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,[12.8333 42.8333]
